image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/commons/8/85/Sagarika_Ghatge_snapped_attending_the_Lakme_Fashion_Week_2018_%2803%29_%28cropped%29.jpg,,"Sagarika Ghatge is an Indian model, national level athlete and actress known for her role of Preeti Sabharwal in Chak De! India. In 2015, she participated in Fear Factor: Khatron Ke Khiladi 6 and emerged as a finalist.",Sagarika Ghatge
http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/S._Varalakshmi.jpg/200px-S._Varalakshmi.jpg,,"Saridey Varalakshmi (13 August 1925 – 22 September 2009), popularly known as S. Varalakshmi, was a veteran Tamil and Telugu actress, and singer. She was popular for her roles and songs in Telugu movies like Mahamantri Timmarasu and Sri Venkateswara Mahatyam and Tamil movies like Veerapandiya Kattabomman and in Poova Thalaiya.",S. Varalakshmi
No Images Found,,Sana Althaf is an Indian film actress who works in Malayalam and Tamil films,Sana Althaf
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,,"Sanaya Irani (now Seghal) (born 17 September 1983) is an Indian television actress. She is known for playing Gunjan in Miley Jab Hum Tum and  Khushi in Iss Pyaar Ko Kya Naam Doon?. In 2015, Irani was a finalist for the eight season of  Jhalak Dikhhla Jaa. She later participated  in Nach Baliye  in 2017 with her partner Mohit Sehgal and won the third place.",Sanaya Irani
http://upload.wikimedia.org/wikipedia/commons/thumb/8/87/The_President%2C_Shri_Pranab_Mukherjee_presenting_the_Padma_Shri_Award_to_Ms._Sabitri_Chatterjee%2C_at_a_Civil_Investiture_Ceremony%2C_at_Rashtrapati_Bhavan%2C_in_New_Delhi_on_March_31%2C_2014.jpg/220px-thumbnail.jpg,,"Sabitri Chatterjee (born 22 February 1937) is an Indian actress who is well known for her work in Bengali theatre and cinema. Her career spans more than 60 years. She is the recipient of BFJA Awards for two times. In 1999,
she was conferred with Sangeet Natak Akademi Award for Acting in Bengali theatre. In 2013, she was awarded by the Government of West Bengal its highest civilian award; the Banga Bibhushan.
In 2014, Government of India conferred upon her its fourth-highest civilian award the Padma Shri.She was born in Comilla, in British India (now in Bangladesh). During the partition of Bengal, she was sent to the safety of an older, married sister's house in Kolkata located at Tollygunge. At her teenage she got noticed by Bhanu Banerjee who took her to Uttar Sarathi group theatre for a role in their play Natun Ihudi. Later she emerged as a prominent thespian personality for the titular role in the play Shyamali which was staged at Star Theatre. She made her big screen debut in Uttam Kumar starrer Sahajatri (1951) directed by Agradoot and appeared as her first female lead in Sudhir Mukherjee's comedy film Pasher Bari (1952) which was a major success at box office. She is remembered for her roles in films such as Raat Bhor (1955), Upahar (1955), Abhayer Biye (1957), Nupur (1958), Gali Theke Rajpath (1959), Marutirtha Hinglaj (1959), Kuhak (1960), Badhu (1962), Bhranti Bilas (1963), Uttarayan (1963), Jaya (1965), Kal Tumi Aleya (1966), Nishipadma (1970), Dhanyi Meye (1971) and Malyadan (1971) to name a few. Soumitra Chatterjee described her as the finest actor he has worked with.",Sabitri Chatterjee
No Images Found,,"Komal Mahuvakar (also known as Rupini) is an Indian film actress who appeared in South Indian films during the late 1980s and early 1990s.She started as a child artist in the Hindi film Mili with Amitabh Bacchan and Jaya Bhaduri.
She acted in Tamil, Kannada, Telugu and Malayalam films with stars including Rajinikanth, Kamal Hassan, Mammootty, Mohanlal, Venkatesh, Balakrishna, Jagadish, Sathyaraj, Vijayakanth, Dr. Vishnuvardhan, V Ravichandran, Mukesh, Mohan and Ramarajan.Rupini, originally from Mumbai, moved to the south to act in films after the late 1980s. Earlier, she had acted under her real name Komal Mahuvakar in a few Hindi movies, including Des Pardes, Payal Ki Jhankaar, Meri Adalat, Sanch Ko Aanch Nahin and Nache Mayuri.",Rupini (actress)
http://upload.wikimedia.org/wikipedia/en/a/ae/RanjanaD.jpg,,"Ranjana Deshmukh ( born 1955) was a popular Marathi actress in 1970s & 80s,famous on-screen as just Ranjana.",Ranjana Deshmukh
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png,,"R.T. Rama  is an Indian film actress in the Kannada film industry. Some of the notable films of R.T. Rama as an actress include Gejje Pooje (1969), Gowri (1963), Sharapanjara (1971), and Jedara Bale (1968).",R.T. Rama
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,,"Ruby Parihar is an Indian actress from Delhi. Her first role was in the Telugu film Prasthanam, directed by Deva Katta. She was introduced to South films by star maker Deepak Baldev Thakur of Glitters film academy Hyderabad has appeared in Sandalwood (Kannada Film), along with Yaksha. Ruby's second film in Tollywood is I Hate U, under the direction of Satya (Puri Jaganath associate). She also acting in the Bollywood remake of the hit movie Johnny Gaddar, in Telugu under the direction of Lakshmi Kanth Chenna, produced By Glitters. She has been lucky to be in the woman-centric film Rudrakshapalli (shooting stage), a film along the lines of Arundathi. She has appeared as brand model for Sreeja Sarees Hyderabad as well as other top Brands across Delhi and Mumbai. She has also received the prestigious Award NANDI in the best actress category for the 3rd best film, Prasathanam. Currently, she also has a cameo in the Bollywood movie Gabbar is Back.",Ruby Parihar
http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/ITA_Awards_Green_Sari.jpg/220px-ITA_Awards_Green_Sari.jpg,,"Rucha Gujarathi  (born 24 January 1983)  is an Indian Bollywood, television actress and model. She has acted in several Bollywood movies, soap operas, music albums and reality shows. She also acted as a child artist in several movies. She is best remembered for her lead role as ""Suhana"" (popularly known as Bhabhi) in  Hindi language soap opera  Bhabhi on Star Plus.",Rucha Gujarathi
http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Sadha_at_Click_film_promotional_photo_shoot.jpg/220px-Sadha_at_Click_film_promotional_photo_shoot.jpg,,Sudha (Sanskrit : सुधा) is a Hindu/ Sanskrit Indian feminine given name meaning nectar.,Sadha
http://upload.wikimedia.org/wikipedia/commons/3/37/RitaBhaduri.jpg,,Rita Bhaduri (4 November 1955 – 17 July 2018) was an Indian film and television actress.,Rita Bhaduri
http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Riya_sen.jpg/220px-Riya_sen.jpg,,"Riya Sen (born Riya Dev Varma; is an Indian film actress and model. Riya, who comes from a family of actors including her grandmother Suchitra Sen, mother Moon Moon Sen and sister Raima Sen,  began her acting career in 1991 as a child actress in the film Vishkanya. Her first commercial success in her film career was with Style, a 2001 Hindi low-budget comedy directed by N. Chandra. Some of her other notable films include producer Pritish Nandy's musical film, Jhankaar Beats (2003) in Hinglish, Shaadi No. 1 (2005) and Malayalam horror film  Ananthabhadram (2005).
Riya was first recognised as a model when she performed in Falguni Pathak's music video Yaad Piya Ki Aane Lagi at the age of sixteen in 1998. Since then, she has appeared in music videos, television commercials, fashion shows, and on magazine covers. Riya has worked as an activist and appeared in an AIDS awareness music video with the aim of dispelling popular myths about the disease. She also helped raise funds for pediatric eye-care.",Riya Sen
http://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Rinke_Khanna_at_BMW_India_Bridal_Fashion_Week_2015_%28cropped%29.jpg/220px-Rinke_Khanna_at_BMW_India_Bridal_Fashion_Week_2015_%28cropped%29.jpg,,"Rinke Khanna (born Rinkle Jatin Khanna on 27 July 1977) is an Indian actress. She is the youngest daughter of actress Dimple Kapadia and actor Rajesh Khanna, sister of Twinkle Khanna. She made her film debut with Pyaar Mein Kabhi Kabhi (1999), changing her screen name from Rinkle to Rinke. In Mujhe Kucch Kehna Hai, she played a supporting role. She starred in the  2003 film Chameli.  She married  businessman Sameer Saran on 8 February 2003 and lives in the United Kingdom with her daughter and husband.",Rinke Khanna
http://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Richa_Pallod.JPG/220px-Richa_Pallod.JPG,,"Richa Pallod (born 30 August 1980) is an Indian model and film actress who has been featured in Indian films. After appearing as a child artiste in Lamhe (1991), she appeared in an award-winning role in Nuvve Kavali (2000), her first film in Telugu. She has appeared in several low-budget Hindi films with her most notable appearance being in Yashraj Films' Neal 'N' Nikki (2005). Her roles in Tamil films Shahjahan (2001) and Unakkum Enakkum (2006) are noted whilst she has also featured in Kannada and Malayalam language films.

",Richa Pallod
http://upload.wikimedia.org/wikipedia/en/thumb/6/65/RichaSharma%28actress%29Image.jpg/220px-RichaSharma%28actress%29Image.jpg,,"Richa Sharma (6 August 1964 – 10 December 1996) also known by her married name Richa Sharma Dutt was an Indian film actress known for her works in Bollywood. Richa married actor Sanjay Dutt in New York City, United States in 1987. The couple has a daughter, Trishala Dutt. Within two years of marriage, she was diagnosed with a brain tumor. Richa died at her parents' home in New York on December 10, 1996.",Richa Sharma (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Rituparna_Sengupta_-_Kolkata_2018-02-18_1795.JPG/220px-Rituparna_Sengupta_-_Kolkata_2018-02-18_1795.JPG,,"Rituparna Sengupta (Ritupôrna Shengupta; born 7 November 1971) is an Indian actress and producer who is known for her work in Bengali cinema and Hindi cinema . One of the most successful actresses of Bengali cinema, she rode the crest of her box office success in the late 1990s. She also holds a record set of numerous box office disasters. She received a National Award, two Filmfare Awards, four BFJA Awards and four Anandalok Awards.Initially promoted as the carbon copy of Satabdi Roy, Sengupta made her screen debut opposite Kushal Chakraborty in the Bengali fantasy TV series Shwet Kapot (1989) broadcast on DD Bangla. She was catapulted to stardom after she made her big screen debut with Prabhat Roy's National Award-winning Bengali film Shwet Patharer Thala (1992). She made her Bollywood debut with Partho Ghosh's Teesra Kaun (1994). She had a very successful on screen collaboration with Prosenjit, Chiranjeet and Manna. She featured opposite Prosenjit for the first time in Bhijoy Bhaskar's Nagpanchami (1994) which was a major commercial success. Her other major hits opposite Prosenjit include Abujh Mon (1996), Moner Manush (1997), Pabitra Papi (1997), Baba Keno Chakar (1998), Daay Dayitwa (1999), Sindur Khela (1999), Sudhu Ekbar Bolo (1999), Tumi Ele Tai (1999), Sasurbari Zindabad (2000) and Praktan (2016). Her first collaboration with Chiranjeet was Prashant Nanda's Lal Paan Bibi (1994) which was also a major financial success. Her other hits opposite Chiranjeet include Naginkanya (1995), Rakhal Raja (1995), Sansar Sangram (1995), Chandragrahan (1997), Bishnu Narayan (1998), Sindur Khela (1999), Bastir Meye Radha (2000) and Hatiyar (2001). She teamed up with Manna for the first time in Sharif Uddin Khan Dipu's commercially successful Bangladeshi film Desh Dorodi (1998). Her other hits with Manna include Killer (2000), Shesh Juddho (2000), Jummon Koshai, Eri Naam Bhalobasa, Ranangan (2004), Swami Chintai (2006).

",Rituparna Sengupta
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png,,"Richa Ahuja  is an Indian former stage, film and television actress. She has acted in Hindi, Tamil, English and French films and plays.",Richa Ahuja
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Richa-Chadda-graces-the-launch-of-IMAX-4D-4.jpg/220px-Richa-Chadda-graces-the-launch-of-IMAX-4D-4.jpg,,"Richa Chadda  is an Indian Bollywood actress who works in Hindi films. After debuting with a small role in the comedy film Oye Lucky! Lucky Oye! (2008), she worked as a supporting actress in several films. Her major breakthrough was a supporting role in the film noir gangster saga Gangs of Wasseypur (2012), where her role as the bellicose and extremely foul-tongued wife of a gangster earned her a Filmfare award.  Her sole foray into mainstream cinema has been as a supporting character in Goliyon Ki Rasleela Ram-Leela (2013).
In 2015, Chadda made her debut in a leading role with the drama Masaan, playing a girl caught after indulging in casual sex. The film got a standing ovation when screened at the Cannes film festival. The film has been cited as a milestone in Chadda's career and through it she is said to have created a niche for herself in the Hindi film industry. Chadda has also worked in theatre, essaying the role of a married Delhi-based woman in Trivial Disasters (2014).
In May 2016, Chadda revealed in an interview to NDTV that she had suffered from bulimia (an eating disorder) for several years, and that she had recovered after seeking professional help from a clinical psychiatrist. Attributing her eating disorder to patriarchy, misogyny and the prevalence of the 'male gaze' in the field of entertainment, she exhorted other women to go public with their own (patriarchy-induced) eating and mental disorders and called for the destruction of 'ways of thinking' which oppressed women. Also in May 2016, Richa was seen in the biopic Sarbjit, where she essayed the role of Sukhpreet Kaur, Sarbjit's wife. While the film didn't do so well at the box office and received mixed reviews from critics, Richa was singled out for her performance and garnered her second Filmfare nomination for Best Supporting Actress. She continued to receive universal success with her portrayal of Bholi Punjaban in 2017 comedy Fukrey Returns, which proved to be a major critical and commercial success.",Richa Chadda
http://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Richa_Gangopadhyay.jpg/220px-Richa_Gangopadhyay.jpg,,"Richa Gangopadhyay (born Antara Gangopadhyay) is a former Indian film actress and model who predominantly appeared in Telugu films. She has also appeared in a few Tamil and Bengali films. She completed an MBA degree from Washington University in St. Louis in May 2017.After appearing in commercials, she made her film debut with the Telugu political drama film Leader (2010) and later worked on several commercially successful Telugu films such as Nagavalli (2010), Mirapakaay (2011), Sarocharu (2012) and Mirchi (2013). She also played the lead in two Tamil films, including the Dabangg remake, Osthe (2012) and the critically acclaimed film Mayakkam Enna (2012), directed by Selvaraghavan, for which she received numerous ""Best Actress"" awards. She also appeared in the Bengali film Bikram Singha.
In October 2013, Gangopadhyay announced that she would leave the film industry and move back to the United States to pursue her MBA and focus on her long-term career ambitions. In a short span of four years, she starred along with prominent Telugu, Tamil and Bengali actors such as Venkatesh, Nagarjuna, Ravi Teja, Prabhas, Dhanush, Prosenjit and Silambarasan",Richa Gangopadhyay
http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Richa_Panai_Traffic_Screening.jpg/220px-Richa_Panai_Traffic_Screening.jpg,,"Richa Panai (born 24 February 1993) is an air hostess for Kingfisher Airlines, and an actress who appears in Bollywood, Tollywood, Mollywood and various ads.  Richa Panai came to prominence as a model in advertisements for the Indian jewellery company Bhima Jewellery.",Richa Panai
http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Revathi_at_the_screening_of_Masaala_at_PVR_Phoenix_%281%29_%28cropped%29.jpg/220px-Revathi_at_the_screening_of_Masaala_at_PVR_Phoenix_%281%29_%28cropped%29.jpg,,"Asha Kelunni Nair (born 8 July 1966), better known by her stage name Revathi, is an Indian film actress and director, known for her works predominantly in Tamil and Malayalam cinema.
She has won several accolades, including the  National Film Awards in three different categories, and six Filmfare Awards South.",Revathi
http://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Rimi_Sen_walks_the_ramp_for_Rocky_S_at_the_IBFW_on_day_2_in_Goa_%2809%29_%28cropped%29.jpg/220px-Rimi_Sen_walks_the_ramp_for_Rocky_S_at_the_IBFW_on_day_2_in_Goa_%2809%29_%28cropped%29.jpg,,"Rimi Sen (born 21 September 1981) is an Indian former actress and film producer who has appeared in Bollywood, Telugu and Bengali films. Sen debuted as child actress in the Bengali film Damu. She made her debut Lead Actress in the Telugu movie Nee Thodu Kavali. In 2003, she made her Hindi acting debut in the hit comedy Hungama for which she was nominated at Filmfare Awards for Best Female Debut. Subsequently, she appeared in several successful films including Baghban (2003), Dhoom (2004), Garam Masala (2005), Phir Hera Pheri (2006) and Golmaal: Fun Unlimited (2006). She also participated in the reality show Bigg Boss in 2015.",Rimi Sen
http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Rima_Kallingal.jpg/220px-Rima_Kallingal.jpg,,"Rima Kallingal is an Indian film actress, who predominantly appears in Malayalam cinema. After being named First Runner-up in the Miss Kerala 2008 contest, she went on to pursue a career in acting. She made her acting debut in the 2009  film Ritu and later appeared in Neelathaamara (2009) and continues to work in Malayalam films. She is one of the founding members of Women in Cinema Collective (WCC), the organization for women workers in the Malayalam film industry.",Rima Kallingal
http://upload.wikimedia.org/wikipedia/commons/d/d7/Rhea_Chakraborty%2C_6th_Nykaa_Femina_Beauty_Awards_2020_%2811%29_%28cropped%29.jpg,,"Rhea Chakraborty is an Indian film actress. She started off as a VJ on MTV India. In 2013, she made her Bollywood debut with the film Mere Dad Ki Maruti directed by Ashima Chibber.",Rhea Chakraborty
http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/RimiTomy.png/220px-RimiTomy.png,,"Rimi Tomy (born 22 September 1983) is an Indian playback singer, television host, and actress. She started her career by anchoring music programs in television and sang her first song ""Chingamasam Vannu Chernnal"" in the film Meesa Madhavan.She has anchored a number of television shows and has judged many reality shows of different genres. At present, she is judging a comedy show alongside Jagadish on Asianet and anchoring Onnum Onnum Moonu on Mazhavil Manorama, Rhythm on Kairali TV and Sunfeast Delishus Star Singer on Asianet. She made her debut as actress in the Aashiq Abu film 5 Sundarikal. She enacted her first lead role opposite Jayaram in the 2015 film Thinkal Muthal Velli Vare.
She has sung more than 100 songs in films. She has sung not only in films but also in albums and for stage programmes worldwide. She has also appeared in the song sequences of films like Balram Vs Tharadas, Kaaryasthan, and 916. She has also acted in many advertisements.",Rimi Tomy
No Images Found,,"Renuka Menon is an Indian film actress who has appeared in various South Indian films in Malayalam, Tamil, Telugu and Kannada languages. She made her acting debut in the 2002 Malayalam film Nammal.",Renuka Menon
http://upload.wikimedia.org/wikipedia/commons/4/4b/Regina_Cassandra_grace_the_launch_of_Aankhen_2_%2817%29_%28cropped%29.jpg,,"Regina Cassandra is an Indian film actress, active primarily in Tamil and Telugu films. When aged nine, she appeared on Splash, a kids' channel, and later worked in commercials. She also acted in several short films.",Regina Cassandra
http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Reema_sen.jpg/220px-Reema_sen.jpg,,Reema Sen (born 29 October 1981) is an Indian actress and model who primarily appeared in Tamil films while appearing in just a few Telugu and Hindi films.,Reemma Sen
http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Evelyn-Sharma-snapped-attending-the-Knight-Frank-India-event-2_%28cropped%29.jpg/220px-Evelyn-Sharma-snapped-attending-the-Knight-Frank-India-event-2_%28cropped%29.jpg,,"Reena Roy is a Hindi Bollywood actress who has performed leading roles in many films from 1972 to 1985 and was a leading actress of that era. She was one of the higher-paid actresses of her time. She was known for playing glamorous and strong female-oriented roles. She is the recipient of a Filmfare Award for Best Supporting Actress, for her performance in film Apnapan (1977), and has received nominations for Filmfare Best Actress Award for Nagin (1976) and Aasha (1980).",Reena Roy
http://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/RatiAgnihotri1.jpg/220px-RatiAgnihotri1.jpg,,"Rati Agnihotri (born 10 December 1960) is an Indian actress whose films are mainly in Hindi, Tamil, Telugu and Kannada.",Rati Agnihotri
http://upload.wikimedia.org/wikipedia/commons/3/35/Ratan-rajput.jpg,,"Ratan Rajput is an Indian television actress known for her portrayal of Ruchi Sharma in Radhaa Ki Betiyaan Kuch Kar Dikhayengi, Laali in Agle Janam Mohe Bitiya Hi Kijo, Amba in  Mahabharat and Santoshi in Santoshi Maa. She was a contestant on the popular reality show Bigg Boss in 2013.

",Ratan Rajput
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,,"Reema Lagoo (born Nayan Bhadbhade) (21 June 1958 – 18 May 2017) was an Indian theatre and screen actress known for her work in Hindi and Marathi cinema. She began her acting career in the Marathi theatre., after which she became a household name for playing motherly roles in the 1990s and early 2000s. She was immortalized and became a household name after her roles in the 90s classic TV sitcoms Shriman Shrimati (as Kokila Kulkarni) and as Devaki Verma starring opposite Supriya Pilgaonkar in Tu Tu Main Main.",Reema Lagoo
http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Raveena_Tandon_in_Umang_2020.jpg/220px-Raveena_Tandon_in_Umang_2020.jpg,,Raveena Tandon (born 26 October 1970) is an Indian actress who works in Hindi films. She has received a National Film Award and two Filmfare Awards.,Raveena Tandon
http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Ratna_Pathak_at_premiere_of_LWS_at_Mami_2016_with_KSS_%2805%29_%28cropped%29.jpg/220px-Ratna_Pathak_at_premiere_of_LWS_at_Mami_2016_with_KSS_%2805%29_%28cropped%29.jpg,,"Ratna Pathak (born 18 March 1957), also known by her married name Ratna Pathak Shah is an Indian actress and director best known for her work in theatre, television and Bollywood films. Her numerous work in theatre includes a series of plays in both English and Hindi. She rose to prominence when she appeared in the hit TV serial Idhar Udhar in the 1980s.She is perhaps best known for her iconic performance as Maya Sarabhai in the sitcom Sarabhai vs Sarabhai. She also portrayed supporting roles in movies including the coming-of-age romantic drama Jaane Tu Ya Jaane Na (2008), the action comedy Golmaal 3 (2010), the family drama Kapoor and Sons (2016), and the widely acclaimed black-comedy Lipstick Under My Burkha (2017), all of which earned her nominations for the Filmfare Award for Best Supporting Actress. She also appeared in the romantic comedy Ek Mai Aur Ekk Tu (2012) and the comedy-drama Khoobsurat (2014). She married acclaimed theatre and Bollywood actor Naseeruddin Shah in 1982.",Ratna Pathak
http://upload.wikimedia.org/wikipedia/commons/0/0c/Rati_Pandey.JPG,,"Rati Pandey is an Indian actress known for her performances in Porus, Hitler Didi, Miley Jab Hum Tum, Begusarai, Har Ghar Kuch Kehta Hai and Shaadi Street.",Rati Pandey
http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Rashmika_Mandanna_PYTV_press_meet.jpg/220px-Rashmika_Mandanna_PYTV_press_meet.jpg,,"Rashmika Mandanna (born 5 April 1996) is an Indian film actress and model who works predominantly in Telugu and Kannada films. She is popularly dubbed by the media and Kannada film industry as the 'Karnataka Crush'. Rashmika is one among very few actresses to have a film gross ₹1 billion in such a short span and one of the most popular and highest-paid actresses in Telugu and Kannada cinema industry.Rashmika made her acting debut in Kannada 2016 film Kirik Party. In 2017 she starred in two commercially successful films, Anjani Putra and Chamak. Later she made her Telugu debut with romantic drama Chalo in 2018. In the same year, she starred in the romcom film Geetha Govindam, which has become one of the highest profit earners in Telugu cinema, which earned her wide recognition. Her third Telugu venture was multi-starrer big budget film titled Devadas. It marked her third consecutive successful film in the same year in Telugu film industry after achieving a first hat trick-hit in Kannada film industry, established herself as one of the leading actresses of Telugu and Kannada cinema.She starred in the commercially successful films such as Kirik Party (2016), Anjani Putra (2017), Chamak (2017), Chalo (2018), Geetha Govindam (2018), Yajamana (2019), Sarileru Neekevvaru (2020) and Bheeshma (2020) The back to back success of films has made her one of the most sought-after actresses in south Indian film industry.

",Rashmika Mandanna
http://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Rashmi_Gautam.jpg/220px-Rashmi_Gautam.jpg,,"Rashmi Gautam is an Indian film actress, and television presenter  who appears mostly in Telugu films and TV. She is known for hosting the Telugu television comedy show Extra Jabardasth and as conceptual team leader in reality dance show, Dhee. She also starred in the 2011 Tamil romantic film Kandaen, winning positive reviews for her performance and she was nominated for Best Female Debutant Actress in SIIMA Award for the movie of GURU (Kannada) which was remake of tamil hit film Mouna Guru.
After appearing in a supporting role in the Telugu 2010 film, Prasthanam, Rashmi was spotted by actress Sangeetha at a reality dance show and she referred her to Mugil, who subsequently signed her on to play the lead role of Narmada in the film Kandaen. A reviewer from The Hindu gave the film a positive review, citing that Rashmi ""makes her presence felt"" and that it was ""quite a solid role"".

",Rashmi Gautam
http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Rashami_Desai_graces_Kapil_Sharma_%26_Ginni_Chatrath%E2%80%99s_wedding_reception_%2826%29.jpg/220px-Rashami_Desai_graces_Kapil_Sharma_%26_Ginni_Chatrath%E2%80%99s_wedding_reception_%2826%29.jpg,,"Rashami Desai is an Indian television actress known for portraying Tapasya in Uttaran and Shorvori in Dil Se Dil Tak. She has participated in reality shows like Jhalak Dikhhla Jaa, Fear Factor: Khatron Ke Khiladi and Nach Baliye. In 2019, she participated in the reality show Bigg Boss 13 emerging as the 3rd runner-up. As of 2020, she portays Shalaka in the Balaji Telefilms series, Naagin: Bhagya Ka Zehreela Khel.
In 2018, she was among the highest-paid television actresses of India.",Rashami Desai
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Raashi_Khanna_at_the_Big_C_launch%2C_Hyderabad_%28cropped%29.jpg/220px-Raashi_Khanna_at_the_Big_C_launch%2C_Hyderabad_%28cropped%29.jpg,,"Raashi Khanna (born 30 November 1990) is an Indian actress, and model who predominantly works in the Tamil and Telugu language films. She debuted as an actress with the Hindi film Madras Cafe and made her debut in Telugu with the film Oohalu Gusagusalade (2014), in Tamil with the film Imaikkaa Nodigal (2018).She followed this with a cameo appearance in Manam (2014). Later she appeared in commercially successful films like Bengal Tiger (2015), Supreme (2016), Jai Lava Kusa (2017) Tholi Prema (2018).

",Raashi Khanna
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png,,Rashmi (also known as Duniya Rashmi) is an Indian film actress in the Kannada film industry.,Rashmi (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Remya_Nambeesan.jpg/220px-Remya_Nambeesan.jpg,,"Ramya Nambeesan (born 24 March 1986) is an Indian film actress and singer who appears in Malayalam and Tamil films. She has starred in over 70 films and has sung over 25 songs.
Ramya made her acting debut in the 2000 Malayalam film Sayahnam as a child artist. Following performances as a child artist in several Malayalam films during the early 2000s, she went on to play minor supporting roles, before playing starring role in the 2006 film Aanachandam. In 2005, she made her Tamil debut with Oru Naal Oru Kanavu. She received critical acclaim for her performances in the films Traffic (2011) and Chaappa Kurish (2011). Her other notable roles include in the films Pizza (2012), Left Right Left (2013), Philips and the Monkey Pen (2013), Lukka Chuppi (2015), Jilebi (2015), Sethupathi (2016), Sathya (2017), and Mercury (2018).
Ramya made her debut as a playback singer with the song ""Aande Londe"" for the film Ivan Megharoopan (2012). Her song ""Muthuchippi Poloru"" for Thattathin Marayathu (2012) became one of the most popular songs of the year. Besides acting and singing, Ramya has occasionally worked as a television presenter as well.

",Remya Nambeesan
No Images Found,,"B. Ramya Sri is an Indian film actress, director, screenwriter, producer, dancer and model known for her works in Telugu cinema, Kannada cinema, and Tamil cinema, few Malayalam, Hindi, Bhojpuri including softcore and B movies. In 2013 she appeared in O... Malli as a tribal women for which she has garnered the state Nandi Special Jury Award.",Ramya Sri
http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Ramya_Krishnan.jpg/220px-Ramya_Krishnan.jpg,,"Ramya Krishnan (born 15 September 1970), is an Indian film actress. She has acted in over 200 films in five languages: Telugu, Tamil, Kannada, Malayalam and Hindi. Ramya has won four Filmfare Awards, three Nandi Awards and a Tamil Nadu State Film Award. She is credited as Ramya Krishna in the Telugu and Kannada film industries.She is known for playing Neelambari in Padayappa which also won her the Filmfare Award for Best Actress – Tamil. She also won the Filmfare Award for Best Supporting Actress – Telugu for the 2009 dramedy Konchem Ishtam Konchem Kashtam. Ramya's portrayal of Sivagami Devi in the Baahubali series (2015–17) received universal acclaim. While Baahubali: The Beginning (2015) is the sixth highest grossing Indian film, its sequel Baahubali 2: The Conclusion (2017) is the second highest grossing Indian film of all time. Her performance in  Baahubali: The Beginning also won her the Best Supporting Actress – Telugu at the 2016 Filmfare Awards and Best Supporting Actress at Nandi Awards by Government of Andhra Pradesh.",Ramya Krishnan
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Raashi_Khanna_at_the_Big_C_launch%2C_Hyderabad_%28cropped%29.jpg/220px-Raashi_Khanna_at_the_Big_C_launch%2C_Hyderabad_%28cropped%29.jpg,,"Raashi Khanna (born 30 November 1990) is an Indian actress, and model who predominantly works in the Tamil and Telugu language films. She debuted as an actress with the Hindi film Madras Cafe and made her debut in Telugu with the film Oohalu Gusagusalade (2014), in Tamil with the film Imaikkaa Nodigal (2018).She followed this with a cameo appearance in Manam (2014). Later she appeared in commercially successful films like Bengal Tiger (2015), Supreme (2016), Jai Lava Kusa (2017) Tholi Prema (2018).

",Raashi Khanna
